1, Bachelors, Never-married
3821, Bachelors, Never-married
3822, Assoc-voc, Married-civ-spouse
3823, HS-grad, Divorced
3824, Assoc-acdm, Separated
3825, Some-college, Never-married
3826, HS-grad, Never-married
3827, 10th, Married-civ-spouse
3828, Some-college, Married-civ-spouse
3829, Some-college, Never-married
3830, Masters, Married-civ-spouse
3831, HS-grad, Married-civ-spouse
3832, Bachelors, Married-civ-spouse
3833, 11th, Married-civ-spouse
3834, Some-college, Married-civ-spouse
3835, Bachelors, Never-married
3836, HS-grad, Never-married
3837, Prof-school, Married-civ-spouse
3838, HS-grad, Divorced
3839, Some-college, Married-civ-spouse
3840, HS-grad, Never-married
3841, Assoc-voc, Married-civ-spouse
3842, HS-grad, Separated
3843, Some-college, Divorced
3844, Some-college, Never-married
3845, Bachelors, Never-married
3846, Bachelors, Married-civ-spouse
3847, Some-college, Divorced
3848, HS-grad, Married-civ-spouse
3849, Some-college, Separated
3850, Some-college, Never-married
3851, Assoc-voc, Married-civ-spouse
3852, Some-college, Never-married
3853, Some-college, Never-married
3854, 12th, Never-married
3855, HS-grad, Married-civ-spouse
3856, HS-grad, Never-married
3857, Some-college, Never-married
3858, Some-college, Divorced
3859, Bachelors, Never-married
3860, HS-grad, Divorced
3861, Bachelors, Married-civ-spouse
3862, HS-grad, Divorced
3863, Assoc-voc, Married-civ-spouse
3864, Assoc-voc, Married-civ-spouse
3865, HS-grad, Married-civ-spouse
3866, HS-grad, Married-civ-spouse
3867, Some-college, Married-civ-spouse
3868, HS-grad, Married-civ-spouse
3869, Assoc-acdm, Never-married
3870, Masters, Never-married
3871, 10th, Married-civ-spouse
3872, HS-grad, Married-civ-spouse
3873, HS-grad, Married-civ-spouse
3874, HS-grad, Never-married
3875, Some-college, Never-married
3876, 7th-8th, Separated
3877, 7th-8th, Married-civ-spouse
3878, HS-grad, Divorced
3879, Assoc-voc, Married-civ-spouse
3880, 5th-6th, Married-civ-spouse
3881, Some-college, Married-civ-spouse
3882, HS-grad, Widowed
3883, Some-college, Married-civ-spouse
3884, 10th, Married-civ-spouse
3885, Masters, Married-civ-spouse
3886, HS-grad, Divorced
3887, Assoc-acdm, Married-civ-spouse
3888, Bachelors, Married-civ-spouse
3889, HS-grad, Separated
3890, Assoc-voc, Married-civ-spouse
3891, Some-college, Divorced
3892, HS-grad, Never-married
3893, HS-grad, Married-civ-spouse
3894, HS-grad, Divorced
3895, HS-grad, Married-civ-spouse
3896, Some-college, Married-civ-spouse
3897, Some-college, Divorced
3898, Some-college, Never-married
3899, HS-grad, Never-married
3900, HS-grad, Never-married
3901, Bachelors, Married-civ-spouse
3902, Some-college, Never-married
3903, Some-college, Never-married
3904, HS-grad, Never-married
3905, 11th, Married-civ-spouse
3906, 7th-8th, Married-civ-spouse
3907, Bachelors, Married-civ-spouse
3908, HS-grad, Never-married
3909, Bachelors, Married-civ-spouse
3910, HS-grad, Married-civ-spouse
3911, HS-grad, Divorced
3912, HS-grad, Married-civ-spouse
3913, Bachelors, Married-civ-spouse
3914, Some-college, Married-civ-spouse
3915, 7th-8th, Married-civ-spouse
3916, HS-grad, Married-civ-spouse
3917, Bachelors, Never-married
3918, Some-college, Never-married
3919, HS-grad, Married-civ-spouse
3920, Bachelors, Never-married
3921, Some-college, Married-civ-spouse
3922, 11th, Divorced
3923, HS-grad, Never-married
3924, HS-grad, Married-civ-spouse
3925, Assoc-acdm, Married-civ-spouse
3926, Some-college, Married-civ-spouse
3927, Some-college, Divorced
3928, Masters, Married-civ-spouse
3929, HS-grad, Married-civ-spouse
3930, HS-grad, Married-civ-spouse
3931, HS-grad, Never-married
3932, 5th-6th, Widowed
3933, HS-grad, Married-civ-spouse
3934, HS-grad, Married-civ-spouse
3935, Masters, Divorced
3936, 11th, Never-married
3937, Assoc-voc, Divorced
3938, Assoc-acdm, Separated
3939, Some-college, Divorced
3940, HS-grad, Married-civ-spouse
3941, Bachelors, Never-married
3942, 1st-4th, Married-civ-spouse
3943, Bachelors, Never-married
3944, HS-grad, Never-married
3945, Some-college, Married-civ-spouse
3946, Bachelors, Married-civ-spouse
3947, HS-grad, Never-married
3948, HS-grad, Divorced
3949, HS-grad, Married-civ-spouse
3950, HS-grad, Separated
3951, HS-grad, Divorced
3952, Bachelors, Never-married
3953, Some-college, Married-civ-spouse
3954, Some-college, Married-civ-spouse
3955, HS-grad, Married-civ-spouse
3956, HS-grad, Never-married
3957, Masters, Divorced
3958, Assoc-voc, Divorced
3959, Some-college, Married-civ-spouse
3960, Some-college, Married-civ-spouse
3961, Some-college, Divorced
3962, HS-grad, Married-civ-spouse
3963, Assoc-voc, Married-civ-spouse
3964, HS-grad, Widowed
3965, Bachelors, Married-civ-spouse
3966, HS-grad, Married-civ-spouse
3967, Masters, Married-civ-spouse
3968, 11th, Married-civ-spouse
3969, 11th, Married-civ-spouse
3970, Assoc-acdm, Divorced
3971, Bachelors, Never-married
3972, 9th, Divorced
3973, HS-grad, Never-married
3974, HS-grad, Never-married
3975, Some-college, Separated
3976, Bachelors, Never-married
3977, HS-grad, Married-civ-spouse
3978, Bachelors, Never-married
3979, Bachelors, Married-civ-spouse
3980, Masters, Divorced
3981, Assoc-acdm, Married-civ-spouse
3982, HS-grad, Never-married
3983, Bachelors, Divorced
3984, 10th, Married-civ-spouse
3985, 9th, Divorced
3986, HS-grad, Never-married
3987, HS-grad, Separated
3988, Bachelors, Married-civ-spouse
3989, HS-grad, Married-civ-spouse
3990, Some-college, Never-married
3991, HS-grad, Widowed
3992, Some-college, Never-married
3993, HS-grad, Divorced
3994, Bachelors, Married-spouse-absent
3995, HS-grad, Separated
3996, Some-college, Never-married
3997, HS-grad, Never-married
3998, HS-grad, Married-civ-spouse
3999, 10th, Married-civ-spouse
4000, 7th-8th, Married-civ-spouse
4001, Bachelors, Married-civ-spouse
4002, HS-grad, Never-married
4003, Bachelors, Never-married
4004, Some-college, Never-married
4005, Prof-school, Never-married
4006, Some-college, Married-civ-spouse
4007, Bachelors, Never-married
4008, HS-grad, Divorced
4009, HS-grad, Married-civ-spouse
4010, Assoc-acdm, Divorced
4011, Some-college, Never-married
4012, Some-college, Never-married
4013, 7th-8th, Married-civ-spouse
4014, Some-college, Never-married
4015, HS-grad, Never-married
4016, Some-college, Married-civ-spouse
4017, HS-grad, Divorced
4018, Some-college, Married-civ-spouse
4019, Doctorate, Married-civ-spouse
4020, Assoc-acdm, Never-married
4021, HS-grad, Divorced
4022, Some-college, Never-married
4023, Assoc-voc, Divorced
4024, HS-grad, Never-married
4025, 10th, Married-civ-spouse
4026, HS-grad, Married-civ-spouse
4027, Some-college, Never-married
4028, Some-college, Married-civ-spouse
4029, HS-grad, Divorced
4030, HS-grad, Married-civ-spouse
4031, HS-grad, Never-married
4032, HS-grad, Married-civ-spouse
4033, Assoc-voc, Married-civ-spouse
4034, Assoc-acdm, Never-married
4035, Some-college, Never-married
4036, Prof-school, Separated
4037, Bachelors, Never-married
4038, 10th, Divorced
4039, HS-grad, Separated
4040, HS-grad, Divorced
4041, Bachelors, Never-married
4042, HS-grad, Divorced
4043, Bachelors, Married-civ-spouse
4044, HS-grad, Divorced
4045, Some-college, Never-married
4046, Assoc-voc, Married-civ-spouse
4047, HS-grad, Never-married
4048, HS-grad, Widowed
4049, Some-college, Married-civ-spouse
4050, Assoc-voc, Divorced
4051, Bachelors, Married-civ-spouse
4052, Bachelors, Never-married
4053, HS-grad, Divorced
4054, Bachelors, Married-civ-spouse
4055, Bachelors, Married-civ-spouse
4056, Prof-school, Married-civ-spouse
4057, Some-college, Married-civ-spouse
4058, Assoc-voc, Never-married
4059, Assoc-acdm, Married-civ-spouse
4060, Some-college, Never-married
4061, Bachelors, Married-civ-spouse
4062, 11th, Divorced
4063, HS-grad, Never-married
4064, HS-grad, Divorced
4065, HS-grad, Divorced
4066, HS-grad, Married-civ-spouse
4067, HS-grad, Married-civ-spouse
4068, 11th, Divorced
4069, Assoc-acdm, Never-married
4070, HS-grad, Never-married
4071, 11th, Never-married
4072, Some-college, Divorced
4073, HS-grad, Never-married
4074, Bachelors, Divorced
4075, HS-grad, Never-married
4076, Bachelors, Married-civ-spouse
4077, HS-grad, Never-married
4078, HS-grad, Married-civ-spouse
4079, Some-college, Never-married
4080, HS-grad, Married-civ-spouse
4081, Some-college, Never-married
4082, HS-grad, Never-married
4083, 7th-8th, Married-civ-spouse
4084, HS-grad, Divorced
4085, Some-college, Divorced
4086, HS-grad, Divorced
4087, 10th, Married-civ-spouse
4088, Bachelors, Married-civ-spouse
4089, Bachelors, Married-civ-spouse
4090, Some-college, Never-married
4091, 11th, Never-married
4092, HS-grad, Divorced
4093, Masters, Never-married
4094, Masters, Married-civ-spouse
4095, 10th, Married-civ-spouse
4096, HS-grad, Married-civ-spouse
4097, HS-grad, Married-civ-spouse
4098, Masters, Married-civ-spouse
4099, 11th, Never-married
4100, HS-grad, Married-civ-spouse
4101, Bachelors, Never-married
4102, HS-grad, Married-civ-spouse
4103, 9th, Married-civ-spouse
4104, Some-college, Never-married
4105, Some-college, Married-civ-spouse
4106, Some-college, Divorced
4107, Bachelors, Never-married
4108, Preschool, Married-civ-spouse
4109, Bachelors, Never-married
4110, Bachelors, Widowed
4111, HS-grad, Never-married
4112, Some-college, Divorced
4113, Some-college, Divorced
4114, Assoc-voc, Never-married
4115, Bachelors, Never-married
4116, Some-college, Married-civ-spouse
4117, Assoc-voc, Married-civ-spouse
4118, HS-grad, Never-married
4119, Bachelors, Never-married
4120, HS-grad, Married-civ-spouse
4121, Some-college, Divorced
4122, HS-grad, Married-civ-spouse
4123, Some-college, Married-civ-spouse
4124, 9th, Divorced
4125, Bachelors, Never-married
4126, HS-grad, Married-civ-spouse
4127, HS-grad, Married-civ-spouse
4128, Prof-school, Married-civ-spouse
4129, Bachelors, Never-married
4130, Some-college, Never-married
4131, 5th-6th, Never-married
4132, Some-college, Married-civ-spouse
4133, Some-college, Married-civ-spouse
4134, HS-grad, Married-civ-spouse
4135, HS-grad, Divorced
4136, HS-grad, Never-married
4137, Bachelors, Married-civ-spouse
4138, Some-college, Married-civ-spouse
4139, Some-college, Never-married
4140, HS-grad, Never-married
4141, HS-grad, Married-civ-spouse
4142, 12th, Divorced
4143, Some-college, Never-married
4144, HS-grad, Married-civ-spouse
4145, HS-grad, Divorced
4146, Bachelors, Married-civ-spouse
4147, HS-grad, Married-civ-spouse
4148, Some-college, Married-civ-spouse
4149, Assoc-voc, Married-civ-spouse
4150, Some-college, Never-married
4151, HS-grad, Divorced
4152, Some-college, Divorced
4153, Some-college, Never-married
4154, Bachelors, Never-married
4155, Doctorate, Married-civ-spouse
4156, 7th-8th, Never-married
4157, Some-college, Never-married
4158, HS-grad, Divorced
4159, HS-grad, Divorced
4160, Some-college, Married-civ-spouse
4161, HS-grad, Married-civ-spouse
4162, 9th, Married-civ-spouse
4163, HS-grad, Married-civ-spouse
4164, Some-college, Married-spouse-absent
4165, Assoc-voc, Married-civ-spouse
4166, Assoc-acdm, Married-civ-spouse
4167, 11th, Never-married
4168, Some-college, Married-civ-spouse
4169, Some-college, Never-married
4170, Assoc-voc, Married-civ-spouse
4171, 10th, Married-civ-spouse
4172, HS-grad, Divorced
4173, Masters, Married-civ-spouse
4174, Bachelors, Never-married
4175, 11th, Never-married
4176, HS-grad, Separated
4177, HS-grad, Married-civ-spouse
4178, Bachelors, Married-civ-spouse
4179, HS-grad, Married-civ-spouse
4180, Bachelors, Never-married
4181, HS-grad, Never-married
4182, Some-college, Widowed
4183, HS-grad, Married-civ-spouse
4184, HS-grad, Never-married
4185, Bachelors, Never-married
4186, Assoc-voc, Married-civ-spouse
4187, 11th, Married-civ-spouse
4188, Some-college, Divorced
4189, HS-grad, Married-civ-spouse
4190, 7th-8th, Married-civ-spouse
4191, 12th, Never-married
4192, Some-college, Never-married
4193, HS-grad, Married-civ-spouse
4194, Some-college, Never-married
4195, 12th, Never-married
4196, HS-grad, Never-married
4197, 9th, Married-civ-spouse
4198, Some-college, Married-civ-spouse
4199, HS-grad, Married-civ-spouse
4200, 12th, Never-married
4201, 11th, Never-married
4202, Assoc-voc, Married-civ-spouse
4203, HS-grad, Divorced
4204, Bachelors, Separated
4205, Some-college, Never-married
4206, HS-grad, Never-married
4207, HS-grad, Widowed
4208, Bachelors, Divorced
4209, Masters, Never-married
4210, Some-college, Never-married
4211, Assoc-acdm, Married-civ-spouse
4212, HS-grad, Married-civ-spouse
4213, 7th-8th, Never-married
4214, HS-grad, Never-married
4215, HS-grad, Divorced
4216, Masters, Never-married
4217, Some-college, Never-married
4218, Some-college, Never-married
4219, 10th, Never-married
4220, Bachelors, Never-married
4221, HS-grad, Never-married
4222, Some-college, Divorced
4223, Some-college, Divorced
4224, 11th, Never-married
4225, Some-college, Never-married
4226, HS-grad, Separated
4227, HS-grad, Divorced
4228, HS-grad, Never-married
4229, Assoc-voc, Divorced
4230, Some-college, Married-civ-spouse
4231, Some-college, Married-civ-spouse
4232, Assoc-voc, Divorced
4233, 9th, Married-civ-spouse
4234, Bachelors, Never-married
4235, Some-college, Widowed
4236, Bachelors, Never-married
4237, Doctorate, Married-civ-spouse
4238, Masters, Never-married
4239, HS-grad, Married-civ-spouse
4240, Some-college, Separated
4241, 12th, Never-married
4242, Assoc-acdm, Never-married
4243, Some-college, Divorced
4244, 11th, Never-married
4245, Assoc-acdm, Married-civ-spouse
4246, HS-grad, Never-married
4247, Bachelors, Married-civ-spouse
4248, HS-grad, Never-married
4249, 11th, Never-married
4250, Bachelors, Married-civ-spouse
4251, HS-grad, Never-married
4252, HS-grad, Divorced
4253, Some-college, Married-spouse-absent
4254, HS-grad, Divorced
4255, Bachelors, Never-married
4256, HS-grad, Married-civ-spouse
4257, HS-grad, Married-civ-spouse
4258, HS-grad, Married-civ-spouse
4259, Assoc-acdm, Married-civ-spouse
4260, Some-college, Never-married
4261, Some-college, Divorced
4262, HS-grad, Never-married
4263, Some-college, Never-married
4264, HS-grad, Married-civ-spouse
4265, Bachelors, Married-civ-spouse
4266, HS-grad, Married-civ-spouse
4267, Bachelors, Married-civ-spouse
4268, Bachelors, Married-civ-spouse
4269, HS-grad, Never-married
4270, Some-college, Never-married
4271, HS-grad, Divorced
4272, HS-grad, Married-civ-spouse
4273, Some-college, Never-married
4274, HS-grad, Widowed
4275, Bachelors, Separated
4276, Some-college, Married-civ-spouse
4277, Bachelors, Never-married
4278, Some-college, Never-married
4279, Bachelors, Separated
4280, HS-grad, Divorced
4281, Assoc-voc, Married-civ-spouse
4282, 7th-8th, Widowed
4283, Some-college, Married-civ-spouse
4284, HS-grad, Married-civ-spouse
4285, HS-grad, Never-married
4286, HS-grad, Married-civ-spouse
4287, HS-grad, Never-married
4288, Bachelors, Married-civ-spouse
4289, 10th, Divorced
4290, Some-college, Never-married
4291, HS-grad, Married-civ-spouse
4292, 12th, Married-civ-spouse
4293, Assoc-voc, Never-married
4294, Some-college, Divorced
4295, Prof-school, Never-married
4296, HS-grad, Married-civ-spouse
4297, HS-grad, Never-married
4298, Masters, Married-civ-spouse
4299, HS-grad, Never-married
4300, Some-college, Never-married
4301, Some-college, Never-married
4302, HS-grad, Never-married
4303, 9th, Married-civ-spouse
4304, 1st-4th, Married-civ-spouse
4305, Some-college, Married-civ-spouse
4306, HS-grad, Never-married
4307, HS-grad, Married-civ-spouse
4308, Some-college, Married-civ-spouse
4309, HS-grad, Married-civ-spouse
4310, HS-grad, Widowed
4311, Some-college, Never-married
4312, Masters, Married-civ-spouse
4313, Prof-school, Married-civ-spouse
4314, Some-college, Never-married
4315, HS-grad, Divorced
4316, Some-college, Married-civ-spouse
4317, Some-college, Widowed
4318, Bachelors, Separated
4319, HS-grad, Never-married
4320, Some-college, Married-civ-spouse
4321, Some-college, Never-married
4322, HS-grad, Married-civ-spouse
4323, Bachelors, Divorced
4324, Some-college, Never-married
4325, Assoc-voc, Separated
4326, Bachelors, Never-married
4327, 1st-4th, Married-civ-spouse
4328, Assoc-voc, Married-civ-spouse
4329, HS-grad, Never-married
4330, Assoc-acdm, Divorced
4331, HS-grad, Married-civ-spouse
4332, 7th-8th, Married-civ-spouse
4333, Doctorate, Married-civ-spouse
4334, Some-college, Never-married
4335, Some-college, Married-civ-spouse
4336, Some-college, Married-civ-spouse
4337, Some-college, Never-married
4338, Bachelors, Never-married
4339, Prof-school, Married-civ-spouse
4340, Bachelors, Married-civ-spouse
4341, Some-college, Married-spouse-absent
4342, HS-grad, Married-civ-spouse
4343, Some-college, Never-married
4344, Masters, Married-civ-spouse
4345, HS-grad, Married-civ-spouse
4346, HS-grad, Married-civ-spouse
4347, HS-grad, Never-married
4348, HS-grad, Never-married
4349, Some-college, Divorced
4350, Masters, Married-civ-spouse
4351, HS-grad, Never-married
4352, HS-grad, Married-civ-spouse
4353, HS-grad, Divorced
4354, Some-college, Married-civ-spouse
4355, Doctorate, Married-civ-spouse
4356, 10th, Married-civ-spouse
4357, Some-college, Divorced
4358, HS-grad, Never-married
4359, Assoc-acdm, Never-married
4360, Bachelors, Never-married
4361, Some-college, Never-married
4362, Assoc-acdm, Married-civ-spouse
4363, Some-college, Never-married
4364, HS-grad, Married-civ-spouse
4365, Assoc-voc, Never-married
4366, Bachelors, Married-civ-spouse
4367, Masters, Married-civ-spouse
4368, HS-grad, Married-civ-spouse
4369, Some-college, Married-civ-spouse
4370, Some-college, Never-married
4371, Some-college, Married-civ-spouse
4372, HS-grad, Married-civ-spouse
4373, Some-college, Never-married
4374, 10th, Never-married
4375, Bachelors, Married-civ-spouse
4376, HS-grad, Never-married
4377, Some-college, Married-civ-spouse
4378, Some-college, Married-civ-spouse
4379, 9th, Married-civ-spouse
4380, 11th, Never-married
4381, Bachelors, Married-civ-spouse
4382, Bachelors, Married-spouse-absent
4383, HS-grad, Divorced
4384, Some-college, Never-married
4385, HS-grad, Married-civ-spouse
4386, Some-college, Married-civ-spouse
4387, Some-college, Separated
4388, HS-grad, Divorced
4389, HS-grad, Married-civ-spouse
4390, HS-grad, Married-civ-spouse
4391, Bachelors, Married-civ-spouse
4392, Some-college, Never-married
4393, HS-grad, Married-civ-spouse
4394, Some-college, Never-married
4395, HS-grad, Never-married
4396, 11th, Never-married
4397, 12th, Never-married
4398, Bachelors, Never-married
4399, Some-college, Never-married
4400, HS-grad, Never-married
4401, 11th, Divorced
4402, Some-college, Married-civ-spouse
4403, Bachelors, Never-married
4404, Some-college, Married-civ-spouse
4405, Some-college, Married-civ-spouse
4406, Bachelors, Married-civ-spouse
4407, Some-college, Never-married
4408, Some-college, Married-civ-spouse
4409, HS-grad, Married-civ-spouse
4410, HS-grad, Never-married
4411, HS-grad, Married-civ-spouse
4412, Masters, Married-civ-spouse
4413, Assoc-acdm, Divorced
4414, Some-college, Never-married
4415, HS-grad, Never-married
4416, 9th, Divorced
4417, Some-college, Never-married
4418, HS-grad, Married-civ-spouse
4419, Some-college, Widowed
4420, Bachelors, Never-married
4421, 11th, Separated
4422, HS-grad, Married-civ-spouse
4423, Some-college, Widowed
4424, HS-grad, Divorced
4425, Some-college, Divorced
4426, Bachelors, Married-civ-spouse
4427, HS-grad, Married-civ-spouse
4428, HS-grad, Never-married
4429, Bachelors, Married-civ-spouse
4430, HS-grad, Married-civ-spouse
4431, HS-grad, Married-civ-spouse
4432, HS-grad, Never-married
4433, Assoc-acdm, Divorced
4434, Doctorate, Married-civ-spouse
4435, Assoc-voc, Never-married
4436, Some-college, Divorced
4437, HS-grad, Married-civ-spouse
4438, Masters, Never-married
4439, Doctorate, Married-civ-spouse
4440, HS-grad, Never-married
4441, Prof-school, Married-civ-spouse
4442, Prof-school, Married-civ-spouse
4443, Bachelors, Never-married
4444, HS-grad, Married-civ-spouse
4445, 11th, Never-married
4446, Masters, Married-civ-spouse
4447, HS-grad, Separated
4448, Some-college, Never-married
4449, Some-college, Divorced
4450, 10th, Divorced
4451, Some-college, Never-married
4452, HS-grad, Never-married
4453, Bachelors, Never-married
4454, HS-grad, Married-civ-spouse
4455, HS-grad, Never-married
4456, 7th-8th, Married-civ-spouse
4457, Masters, Married-civ-spouse
4458, HS-grad, Divorced
4459, HS-grad, Divorced
4460, Bachelors, Never-married
4461, Some-college, Divorced
4462, Some-college, Never-married
4463, Some-college, Married-civ-spouse
4464, HS-grad, Widowed
4465, 10th, Never-married
4466, Masters, Married-civ-spouse
4467, Some-college, Married-civ-spouse
4468, Some-college, Married-civ-spouse
4469, Assoc-voc, Never-married
4470, 12th, Never-married
4471, 10th, Married-civ-spouse
4472, HS-grad, Married-civ-spouse
4473, HS-grad, Married-civ-spouse
4474, 10th, Married-civ-spouse
4475, Prof-school, Married-civ-spouse
4476, Masters, Married-civ-spouse
4477, HS-grad, Never-married
4478, Some-college, Married-civ-spouse
4479, Bachelors, Divorced
4480, Prof-school, Never-married
4481, Bachelors, Married-civ-spouse
4482, Bachelors, Never-married
4483, Some-college, Never-married
4484, Bachelors, Never-married
4485, HS-grad, Widowed
4486, HS-grad, Married-spouse-absent
4487, 10th, Married-civ-spouse
4488, Some-college, Never-married
4489, Assoc-voc, Never-married
4490, Assoc-acdm, Separated
4491, Bachelors, Never-married
4492, 11th, Married-civ-spouse
4493, Bachelors, Married-civ-spouse
4494, 11th, Divorced
4495, Some-college, Married-civ-spouse
4496, Bachelors, Married-civ-spouse
4497, Some-college, Married-civ-spouse
4498, 7th-8th, Married-civ-spouse
4499, Assoc-voc, Divorced
4500, Some-college, Never-married
4501, 11th, Separated
4502, HS-grad, Never-married
4503, Bachelors, Married-civ-spouse
4504, Bachelors, Never-married
4505, Bachelors, Divorced
4506, Assoc-acdm, Never-married
4507, HS-grad, Never-married
4508, Some-college, Married-civ-spouse
4509, Some-college, Never-married
4510, HS-grad, Never-married
4511, Some-college, Divorced
4512, Bachelors, Never-married
4513, Bachelors, Married-civ-spouse
4514, Some-college, Never-married
4515, Bachelors, Divorced
4516, HS-grad, Never-married
4517, HS-grad, Never-married
4518, HS-grad, Married-civ-spouse
4519, HS-grad, Married-civ-spouse
4520, Assoc-acdm, Never-married
4521, HS-grad, Married-civ-spouse
4522, 10th, Married-civ-spouse
4523, Some-college, Never-married
4524, Bachelors, Married-civ-spouse
4525, 1st-4th, Married-civ-spouse
4526, HS-grad, Never-married
4527, 7th-8th, Married-civ-spouse
4528, HS-grad, Never-married
4529, 12th, Divorced
4530, 10th, Married-civ-spouse
4531, Some-college, Divorced
4532, Some-college, Never-married
4533, HS-grad, Divorced
4534, HS-grad, Never-married
4535, HS-grad, Never-married
4536, 10th, Married-civ-spouse
4537, Bachelors, Never-married
4538, Bachelors, Married-civ-spouse
4539, HS-grad, Never-married
4540, Masters, Married-civ-spouse
4541, Assoc-voc, Married-civ-spouse
4542, HS-grad, Divorced
4543, Assoc-voc, Married-civ-spouse
4544, HS-grad, Married-civ-spouse
4545, 10th, Never-married
4546, Assoc-acdm, Married-civ-spouse
4547, Bachelors, Married-civ-spouse
4548, HS-grad, Married-civ-spouse
4549, Assoc-acdm, Divorced
4550, Masters, Married-civ-spouse
4551, Some-college, Married-civ-spouse
4552, HS-grad, Never-married
4553, HS-grad, Married-civ-spouse
4554, 12th, Never-married
4555, Some-college, Never-married
4556, 11th, Married-civ-spouse
4557, HS-grad, Never-married
4558, Bachelors, Never-married
4559, Some-college, Married-civ-spouse
4560, HS-grad, Married-civ-spouse
4561, Some-college, Never-married
4562, 7th-8th, Married-civ-spouse
4563, HS-grad, Never-married
4564, Assoc-voc, Never-married
4565, Some-college, Divorced
4566, Bachelors, Married-civ-spouse
4567, Some-college, Married-civ-spouse
4568, Masters, Married-civ-spouse
4569, HS-grad, Never-married
4570, HS-grad, Divorced
4571, HS-grad, Widowed
4572, Masters, Married-civ-spouse
4573, 11th, Never-married
4574, HS-grad, Never-married
4575, HS-grad, Never-married
4576, Bachelors, Married-civ-spouse
4577, HS-grad, Married-civ-spouse
4578, Bachelors, Married-civ-spouse
4579, Assoc-voc, Divorced
4580, Some-college, Divorced
4581, HS-grad, Never-married
4582, 5th-6th, Divorced
4583, Assoc-acdm, Never-married
4584, Some-college, Divorced
4585, Some-college, Married-civ-spouse
4586, Assoc-acdm, Never-married
4587, HS-grad, Never-married
4588, Some-college, Separated
4589, Some-college, Married-civ-spouse
4590, 9th, Never-married
4591, Bachelors, Married-civ-spouse
4592, 11th, Separated
4593, Assoc-voc, Married-civ-spouse
4594, Assoc-voc, Married-civ-spouse
4595, Assoc-acdm, Never-married
4596, HS-grad, Married-civ-spouse
4597, Some-college, Never-married
4598, Doctorate, Married-civ-spouse
4599, Masters, Married-spouse-absent
4600, Bachelors, Married-civ-spouse
4601, HS-grad, Married-civ-spouse
4602, 11th, Separated
4603, HS-grad, Separated
4604, Some-college, Married-civ-spouse
4605, Assoc-voc, Separated
4606, HS-grad, Never-married
4607, HS-grad, Married-civ-spouse
4608, Some-college, Never-married
4609, HS-grad, Divorced
4610, HS-grad, Married-civ-spouse
4611, HS-grad, Married-civ-spouse
4612, HS-grad, Married-civ-spouse
4613, Prof-school, Married-civ-spouse
4614, 9th, Married-civ-spouse
4615, HS-grad, Married-civ-spouse
4616, HS-grad, Never-married
4617, Bachelors, Divorced
4618, Assoc-voc, Never-married
4619, Bachelors, Married-civ-spouse
4620, Some-college, Divorced
4621, Masters, Never-married
4622, 11th, Never-married
4623, Bachelors, Married-civ-spouse
4624, 11th, Never-married
4625, HS-grad, Never-married
4626, Prof-school, Married-civ-spouse
4627, Some-college, Separated
4628, 7th-8th, Married-civ-spouse
4629, HS-grad, Never-married
4630, Some-college, Married-civ-spouse
4631, 12th, Married-civ-spouse
4632, Some-college, Never-married
4633, 10th, Married-civ-spouse
4634, 7th-8th, Married-spouse-absent
4635, Some-college, Married-civ-spouse
4636, Assoc-acdm, Never-married
4637, Assoc-acdm, Married-civ-spouse
4638, Some-college, Married-civ-spouse
4639, 10th, Divorced
4640, Bachelors, Never-married
4641, Some-college, Never-married
4642, HS-grad, Married-civ-spouse
4643, 7th-8th, Never-married
4644, 9th, Widowed
4645, Some-college, Married-civ-spouse
4646, 9th, Married-civ-spouse
4647, HS-grad, Married-civ-spouse
4648, HS-grad, Never-married
4649, Some-college, Never-married
4650, Some-college, Separated
4651, HS-grad, Never-married
4652, HS-grad, Married-civ-spouse
4653, HS-grad, Divorced
4654, HS-grad, Married-civ-spouse
4655, HS-grad, Married-civ-spouse
4656, 9th, Never-married
4657, Assoc-acdm, Married-civ-spouse
4658, Bachelors, Married-civ-spouse
4659, Some-college, Never-married
4660, Some-college, Married-civ-spouse
4661, Some-college, Never-married
4662, Bachelors, Married-civ-spouse
4663, Assoc-voc, Married-civ-spouse
4664, Assoc-voc, Married-civ-spouse
4665, HS-grad, Never-married
4666, HS-grad, Divorced
4667, HS-grad, Married-civ-spouse
4668, 11th, Never-married
4669, HS-grad, Married-civ-spouse
4670, Bachelors, Married-civ-spouse
4671, Some-college, Married-civ-spouse
4672, HS-grad, Married-civ-spouse
4673, Bachelors, Never-married
4674, HS-grad, Married-civ-spouse
4675, Some-college, Married-civ-spouse
4676, HS-grad, Married-civ-spouse
4677, 11th, Never-married
4678, HS-grad, Married-civ-spouse
4679, Doctorate, Never-married
4680, HS-grad, Never-married
4681, Bachelors, Married-civ-spouse
4682, Some-college, Married-civ-spouse
4683, Assoc-voc, Married-civ-spouse
4684, Assoc-acdm, Never-married
4685, Assoc-acdm, Never-married
4686, Some-college, Married-civ-spouse
4687, Masters, Never-married
4688, HS-grad, Separated
4689, Some-college, Never-married
4690, Some-college, Married-civ-spouse
4691, HS-grad, Never-married
4692, Bachelors, Married-civ-spouse
4693, Some-college, Divorced
4694, Some-college, Never-married
4695, Some-college, Married-civ-spouse
4696, HS-grad, Married-civ-spouse
4697, HS-grad, Married-civ-spouse
